!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
   375    66    54  4.378E-06         360.96164100   209.42     
   376    66    53  4.591E-08         360.96547060   209.42     
   377    12     4  3.054E-14         400.22820550    19.23     
   378    13     4  8.773E-15         400.26297080    19.23     
   379    13     3  1.231E-14         400.46822560    19.23     
   380    12     1  1.280E-14         400.65939610    19.23     
   381    13     2  4.728E-15         400.67417650    19.23     
   382    13     1  3.727E-15         400.69416150    19.23     
   383    14     4  6.536E-16         401.19222940    19.27     
   384    15     4  2.341E-15         401.25470470    19.28     
   385    14     3  8.206E-16         401.39748420    19.27     
   386    14     2  2.005E-13         401.60343510    19.27     
   387    14     1  1.537E-13         401.62342010    19.27     
   388    15     1  5.443E-13         401.68589530    19.28     
   389    23    22  6.219E-08         449.42474750    57.70     
   390    24    22  3.073E-09         449.47227330    57.70     
   391    25    22  4.805E-11         449.51354290    57.70     
   392    24    21  5.917E-08         449.55245470    57.70     
   393    25    21  3.845E-09         449.59372420    57.70     
   394    25    20  5.840E-08         449.65575460    57.70     
   395    23    17  1.194E-05         450.93954000    57.70     
   396    24    18  1.135E-05         450.93962400    57.70     
   397    25    19  1.120E-05         450.94219300    57.70     
   398    25    18  7.373E-07         450.98105440    57.70     
   399    24    17  5.899E-07         450.98704220    57.70     
   400    25    17  9.217E-09         451.02831170    57.70     
   401    26    22  9.233E-09         451.15076800    57.78     
   402    27    22  5.910E-07         451.21273060    57.78     
   403    26    21  7.388E-07         451.23094940    57.78     
   404    28    22  1.197E-05         451.28862000    57.79     
   405    27    21  1.138E-05         451.29291500    57.78     
   406    26    20  1.122E-05         451.29295000    57.78     
   407    26    19  5.955E-08         452.57940350    57.78     
   408    26    18  3.926E-09         452.61827960    57.78     
   409    26    17  4.915E-11         452.66553690    57.78     
   410    27    18  6.042E-08         452.68024220    57.78     
   411    27    17  3.143E-09         452.72749940    57.78     
   412    28    17  6.359E-08         452.80339210    57.79     
   413    71    70  9.480E-11         463.96794770   231.69     
   414    71    69  9.043E-09         463.97750410   231.69     
   415    72    70  6.065E-09         463.98588160   231.69     
   416    73    70  9.043E-09         463.98590770   231.69     
   417    72    69  5.788E-07         463.99543800   231.69     
   418    73    69  9.481E-11         463.99546410   231.69     
   419    71    68  7.581E-09         463.99883740   231.69     
   420    74    70  5.788E-07         464.00299440   231.69     
   421    71    67  7.235E-07         464.00717550   231.69     
   422    75    70  1.228E-07         464.00760790   231.69     
   423    74    69  6.065E-09         464.01255080   231.69     
   424    72    68  1.167E-07         464.01677130   231.69     
   425    73    68  7.235E-07         464.01679740   231.69     
   426    75    69  1.172E-05         464.01712400   231.69     
   427    71    66  1.151E-07         464.02125220   231.69     
   428    72    67  1.114E-05         464.02504800   231.69     
   429    73    67  7.582E-09         464.02513550   231.69     
   430    76    70  1.172E-05         464.02641600   231.69     
   431    71    65  1.099E-05         464.03036600   231.69     
   432    74    68  1.114E-05         464.03386600   231.69     
   433    76    69  1.228E-07         464.03594770   231.69     
   434    73    66  1.099E-05         464.03919800   231.69     
   435    74    67  1.167E-07         464.04222220   231.69     
   436    73    65  1.151E-07         464.04834110   231.69     
   437   115   110  4.548E-19         544.16821650   370.20     
   438   118   110  1.323E-19         544.27561670   370.21     
   439   115   109  1.261E-19         548.08215880   370.20     
   440   118   109  4.516E-19         548.18955900   370.21     
   441    29    28  1.163E-07         549.32360660    84.15     
   442    30    28  3.848E-09         549.37099040    84.15     
   443    31    28  3.851E-11         549.41372300    84.16     
   444    30    27  1.126E-07         549.44688300    84.15     
   445    31    27  4.620E-09         549.48961560    84.16     
   446    31    26  1.118E-07         549.55157820    84.16     
   447    30    24  2.157E-05         551.18734030    84.15     
   448    29    23  2.231E-05         551.18746200    84.15     
   449    31    25  2.141E-05         551.18880340    84.16     
   450    31    24  8.849E-07         551.23007290    84.16     
   451    30    23  7.374E-07         551.23486610    84.15     
   452    31    23  7.374E-09         551.27759870    84.16     
   453    32    28  7.385E-09         551.39612440    84.25     
   454    33    28  7.386E-07         551.45820740    84.25     
   455    32    27  8.864E-07         551.47201700    84.25     
   456    34    28  2.235E-05         551.53148100    84.26     
   457    32    26  2.145E-05         551.53397960    84.25     
   458    33    27  2.161E-05         551.53409800    84.25     
   459    32    25  1.141E-07         553.17120480    84.25     
   460    32    24  4.720E-09         553.21247430    84.25     
   461    32    23  3.939E-11         553.26000010    84.25     
   462    33    24  1.149E-07         553.27455730    84.25     
   463    33    23  3.935E-09         553.32208310    84.25     
   464    34    23  1.189E-07         553.39535920    84.26     
   465    83    76  7.854E-11         567.01497350   258.90     
   466    84    76  7.851E-09         567.02909310   258.90     
   467    83    75  7.500E-09         567.03375690   258.90     
   468    83    74  9.421E-09         567.03837050   258.90     
   469    86    76  2.373E-07         567.04545210   258.90     
   470    85    76  7.501E-09         567.04609780   258.90     
   471    84    75  7.501E-07         567.04787640   258.90     
   472    84    74  2.295E-07         567.05249000   258.90     
   473    83    73  2.279E-07         567.05545720   258.90     
   474    83    72  9.001E-07         567.05548330   258.90     
   475    87    76  7.501E-07         567.05935830   258.91     
   476    86    75  2.269E-05         567.06423900   258.90     
   477    85    75  7.854E-11         567.06488120   258.90     
   478    85    74  9.002E-07         567.06949480   258.90     
   479    84    72  2.194E-05         567.06960300   258.90     
   480    83    71  2.178E-05         567.07340400   258.90     
   481    88    76  2.269E-05         567.07785500   258.91     
   482    87    75  7.851E-09         567.07814170   258.91     
   483    87    74  2.194E-05         567.08271700   258.91     
   484    85    73  2.178E-05         567.08656100   258.90     
   485    85    72  9.422E-09         567.08660760   258.90     
   486    88    75  2.374E-07         567.09665990   258.91     
   487    87    72  2.295E-07         567.09986810   258.91     
   488    85    71  2.280E-07         567.10454150   258.90     
   489    18    10  2.228E-14         600.37243000    36.06     
   490    19    10  2.738E-15         600.41130600    36.06     
   491    19     9  1.457E-14         600.51867430    36.06     
   492    19     6  1.093E-14         601.17021680    36.06     
   493    18     5  1.706E-14         601.17362620    36.06     
   494    19     5  2.088E-15         601.21250220    36.06     
   495    20    10  6.674E-16         601.69772980    36.12     
   496    21    10  5.798E-15         601.75976020    36.13     
   497    20     9  3.640E-15         601.80509800    36.12     
   498    20     6  2.512E-13         602.45664060    36.12     
   499    20     5  4.622E-14         602.49892600    36.12     
   500    21     5  3.985E-13         602.56095640    36.13     
   501    65    52  6.762E-15         618.70291950   209.42     
   502    65    51  8.178E-17         618.70394840   209.42     
   503    66    52  8.092E-17         618.71204830   209.42     
   504    66    51  6.846E-15         618.71307720   209.42     
   505    67    52  5.969E-14         618.72612510   209.42     
   506    67    51  6.592E-16         618.72715400   209.42     
   507    68    52  6.191E-16         618.73446320   209.42     
   508    68    51  5.932E-14         618.73549210   209.42     
   509    65    50  3.984E-14         618.77724220   209.42     
   510    65    49  4.243E-16         618.77785410   209.42     
   511    66    50  4.538E-16         618.78637100   209.42     
   512    66    49  3.960E-14         618.78698290   209.42     
   513    35    34  1.954E-07         649.22519580   115.42     
   514    36    34  4.628E-09         649.27221360   115.42     
   515    37    34  3.215E-11         649.31584700   115.42     
   516    36    33  1.909E-07         649.34548970   115.42     
   517    37    33  5.401E-09         649.38912310   115.42     
   518    37    32  1.902E-07         649.45120610   115.42     
   519    36    30  3.650E-05         651.43270670   115.42     
   520    35    29  3.739E-05         651.43308600   115.42     
   521    37    31  3.636E-05         651.43360740   115.42     
   522    37    30  1.033E-06         651.47634010   115.42     
   523    36    29  8.850E-07         651.48009040   115.42     
   524    37    29  6.147E-09         651.52372380   115.42     
   525    38    34  6.154E-09         651.63761690   115.53     
   526    39    34  8.863E-07         651.69992070   115.53     
   527    38    33  1.034E-06         651.71089300   115.53     
   528    40    34  3.745E-05         651.77145100   115.54     
   529    38    32  3.641E-05         651.77297600   115.53     
   530    39    33  3.656E-05         651.77319680   115.53     
   531    38    31  1.940E-07         653.75537740   115.53     
   532    38    30  5.517E-09         653.79811000   115.53     
   533    38    29  3.288E-11         653.84549380   115.53     
   534    39    30  1.949E-07         653.86041380   115.53     
   535    39    29  4.731E-09         653.90779750   115.53     
   536    40    29  1.997E-07         653.97934530   115.54     
   537    95    88  6.667E-11         670.01345300   291.06     
   538    96    88  9.595E-09         670.02461900   291.06     
   539    95    87  1.119E-08         670.03197120   291.06     
   540    97    88  4.052E-07         670.03699790   291.06     
   541    96    87  3.956E-07         670.04313710   291.06     
   542    95    85  3.940E-07         670.04523170   291.06     
   543    95    86  6.376E-09         670.04587740   291.06     
   544    96    86  9.181E-07         670.05704340   291.06     
   545    95    84  1.071E-06         670.06223640   291.06     
   546    98    88  6.376E-09         670.06285790   291.06     
   547    97    86  3.879E-05         670.06945900   291.06     
   548    99    88  9.181E-07         670.07319650   291.06     
   549    96    84  3.787E-05         670.07342900   291.06     
   550    95    83  3.771E-05         670.07639400   291.06     
   551    98    87  1.071E-06         670.08137610   291.06     
   552   100    88  3.879E-05         670.08827200   291.07     
   553    99    87  3.787E-05         670.09172300   291.06     
   554    98    85  3.771E-05         670.09464400   291.06     
   555    98    86  6.667E-11         670.09528230   291.06     
   556    99    86  9.599E-09         670.10562090   291.06     
   557    98    84  1.120E-08         670.11164130   291.06     
   558   100    86  4.054E-07         670.12068230   291.07     
   559    99    84  3.958E-07         670.12197990   291.06     
   560    98    83  3.941E-07         670.12576090   291.06     
   561    41    40  3.042E-07         749.12920050   151.49     
   562    42    40  5.411E-09         749.17571650   151.49     
   563    43    40  2.762E-11         749.21988420   151.49     
   564    42    39  2.990E-07         749.24726420   151.49     
   565    43    39  6.187E-09         749.29143190   151.49     
   566    43    38  2.983E-07         749.35373560   151.49     
   567    19     4  2.950E-19         750.95776870    36.06     
   568    19     1  1.303E-17         751.38895930    36.06     
   569    42    36  5.705E-05         751.67497140   151.49     
   570    41    35  5.808E-05         751.67547800   151.49     
   571    43    37  5.689E-05         751.67550560   151.49     
   572    43    36  1.180E-06         751.71913900   151.49     
   573    42    35  1.033E-06         751.72198910   151.49     
   574    43    35  5.269E-09         751.76615680   151.49     
   575    44    40  5.274E-09         751.87475830   151.62     
